"filepath","label","split"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Lactose-Medium-Fat-Milk\Arla-Lactose-Medium-Fat-Milk_024.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Lactose-Medium-Fat-Milk\Arla-Lactose-Medium-Fat-Milk_025.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Lactose-Medium-Fat-Milk\Arla-Lactose-Medium-Fat-Milk_026.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_001.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_002.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_003.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_004.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_005.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_006.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_007.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_008.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_009.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_010.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_011.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_012.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_013.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_014.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_015.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_016.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_017.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_018.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_019.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_020.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_021.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_022.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_023.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_024.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_025.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_026.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_027.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_028.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_029.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_030.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_031.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_032.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_033.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Medium-Fat-Milk\Arla-Medium-Fat-Milk_034.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_001.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_002.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_003.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_004.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_005.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_006.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_007.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_008.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_009.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_010.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_011.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_012.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_013.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_014.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_015.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_016.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_017.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_018.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_019.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_020.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_021.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_022.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_023.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_024.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_025.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_026.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_027.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_028.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_029.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Arla-Standard-Milk\Arla-Standard-Milk_030.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_001.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_002.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_003.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_004.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_005.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_006.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_007.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_008.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_009.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_010.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_011.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_012.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_013.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_014.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_015.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_016.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_017.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_018.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_019.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_020.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_021.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_022.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_023.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_024.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_025.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_026.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_027.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_028.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_029.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_030.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_031.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_032.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_033.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_034.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Medium-Fat-Milk\Garant-Ecological-Medium-Fat-Milk_035.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_001.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_002.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_003.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_004.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_005.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_006.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_007.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_008.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_009.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_010.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_011.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_012.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_013.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_014.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_015.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_016.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_017.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_018.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_019.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_020.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_021.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_022.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_023.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_024.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_025.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Milk_Garant-Ecological-Standard-Milk\Garant-Ecological-Standard-Milk_026.jpg","not_apple","train"
