SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.088722699,47,0,2134.0,5443.0,7,0,1,0,0.0
0,0.175161926,47,0,6055.0,5443.0,12,0,3,0,0.0
1,0.90438247,43,0,511.0,5443.0,3,0,0,3,0.0
1,0.802722728,38,1,2128.0,5443.0,8,1,0,0,5.0
0,0.23347533,36,0,0.223477652,10000.0,7,0,1,0,0.0
1,0.185868386,38,0,0.430214486,3216.0,11,0,1,0,3.0
0,0.0,57,1,0.252606255,2493.0,4,0,0,0,0.0
1,1.282392027,25,1,0.221094599,2758.0,4,2,0,1,2.0
1,0.252745291,63,1,2290.0,5443.0,7,0,1,0,0.0
1,0.603126754,31,0,0.64073727,3200.0,11,0,1,0,1.0
0,0.209093237,57,0,0.330702447,3800.0,7,0,2,0,0.0
1,0.017558727,47,0,0.53540175,2513.0,10,1,1,0,0.0
0,0.15351086,77,0,0.213891081,3800.0,4,0,1,0,0.0
0,0.915254237,44,0,0.100289886,37600.0,3,0,1,0,0.0
0,1.005912529,63,2,0.655241487,4492.0,8,0,2,0,0.0
1,0.008997751,32,2,0.413834466,2500.0,8,0,1,0,1.0
1,0.378316667,36,0,0.3956123,11121.0,11,0,1,0,1.0
0,0.151602657,49,0,0.413496251,3600.0,10,0,1,0,0.0
1,1.31552968,70,2,1.103354795,5901.0,12,0,7,1,0.0
0,0.118180114,42,0,0.419930012,6000.0,5,0,2,0,4.0
1,1.078921079,35,0,0.338314867,3880.0,9,0,0,0,2.0
0,0.037160473,25,0,0.053872054,9800.0,6,0,0,0,0.0
0,0.006421362,61,0,2571.0,5443.0,27,0,1,0,0.0
0,0.172765447,66,0,0.104423771,5266.0,3,0,0,0,1.0
0,0.064007383,63,0,0.203736135,3425.0,9,0,1,0,0.0
1,0.0,56,0,2662.0,5443.0,14,0,2,0,1.0
0,0.257823178,44,0,0.33212407,5512.0,7,0,1,0,3.0
1,0.397057615,50,2,0.227150175,7417.0,10,0,0,1,2.0
0,0.0,29,0,0.377624475,3333.0,6,0,1,0,0.0
1,1.314581791,54,0,0.018006065,5275.0,3,0,0,0,0.0
0,0.022716288,73,1,0.012588944,3653.0,8,0,0,0,0.0
0,0.035749049,71,0,1239.0,5443.0,3,0,1,0,0.0
1,0.187638695,52,1,0.296300362,9108.0,10,0,1,0,0.0
1,0.478124637,41,0,0.737864078,6900.0,12,0,5,0,3.0
0,0.9999999,44,0,474.0,5443.0,1,1,0,0,0.0
1,0.72828491,41,0,0.931149361,1800.0,8,0,0,0,2.0
1,0.0,37,1,5.840319361,500.0,6,0,1,0,3.0
1,0.863464992,51,0,1600.0,5443.0,7,0,0,0,1.0
1,1.155649372,36,0,0.19524224,3446.0,2,3,0,1,2.0
1,0.942249667,37,6,0.074714023,12500.0,7,1,0,0,1.0
1,0.479346946,56,5,1.189905047,2000.0,9,2,1,3,1.0
1,0.9999999,46,1,1806.0,5443.0,1,1,1,0,0.0
1,0.848985231,43,0,0.396455083,6600.0,7,0,0,0,2.0
0,0.974029347,57,3,0.236532811,4083.0,9,0,0,1,2.0
1,0.245727556,84,0,0.220926358,3000.0,8,0,0,0,1.0
1,1.145712783,59,2,569.0,5443.0,9,0,0,0,1.0
1,0.841881879,44,4,0.388193467,13500.0,10,1,2,1,2.0
0,0.02521115,70,0,70.0,5443.0,7,0,0,0,0.0
0,0.434262629,35,0,0.377748168,1500.0,2,0,0,0,0.0
1,0.5378015,50,5,0.113596746,3441.0,8,1,0,1,1.0
1,0.0,72,0,0.002377456,14300.0,11,0,0,2,1.0
0,0.9999999,25,0,148.0,5443.0,1,0,0,0,0.0
1,0.9999999,49,1,356.0,5443.0,0,4,0,0,2.0
0,0.834796134,36,0,0.472421263,6000.0,3,0,1,0,2.0
0,0.479876955,25,0,0.021145713,2600.0,4,0,0,0,0.0
1,0.9999999,60,1,0.327843738,5221.0,2,0,1,0,2.0
0,0.026715713,58,0,0.23254472,5198.0,18,0,1,0,2.0
1,0.988429398,41,0,0.384559623,8276.0,8,0,2,0,3.0
1,1.366259711,36,1,0.112067279,5112.0,3,2,0,0,0.0
1,0.656671013,67,3,0.242606907,14100.0,15,1,3,4,0.0
0,0.024693616,65,0,1.155193237,3311.0,6,0,1,0,0.0
0,0.297683767,59,0,2.7995152,9900.0,13,0,2,0,2.0
1,0.9999999,38,0,0.858428314,5000.0,6,0,1,0,3.0
0,0.006196515,59,0,2022.0,5443.0,13,0,1,0,0.0
0,0.686322041,37,0,0.360970408,3750.0,7,0,2,0,0.0
1,0.772891132,55,2,0.286726106,12000.0,6,1,2,0,0.0
0,0.918830385,59,0,0.477753708,6000.0,4,0,1,0,1.0
0,0.791706492,42,1,0.196006041,5958.0,7,0,0,0,0.0
0,0.031489996,56,0,0.501117516,8500.0,16,0,2,0,0.0
0,1.026986094,32,0,0.371439351,5300.0,11,0,0,0,0.0
1,0.006364022,77,0,0.304231923,3000.0,22,0,1,0,0.0
0,0.28540565,64,0,0.816485226,4500.0,8,0,2,0,0.0
0,0.064253115,84,0,0.00719856,5000.0,7,0,0,0,0.0
1,0.999587118,49,0,1.025077994,8333.0,10,0,6,0,2.0
0,0.072664648,60,0,0.343384665,12402.0,9,0,1,0,1.0
1,1.030125842,36,1,0.836628039,4400.0,10,1,2,0,2.0
0,0.254276241,59,0,0.069966145,6202.0,6,0,0,0,2.0
0,0.026871106,83,0,0.00619876,5000.0,3,0,0,0,0.0
0,0.735316161,51,1,0.147770446,5000.0,9,0,0,0,1.0
0,0.9999999,47,0,18.0,5443.0,5,0,0,0,0.0
0,0.013057032,79,0,0.538945331,2066.0,11,0,1,0,0.0
0,0.770686352,61,0,0.595135202,16197.0,21,0,2,0,7.0
1,0.025194961,39,1,0.023150507,53000.0,5,3,1,0,0.0
1,0.557826908,27,0,0.076852023,5412.0,4,0,0,1,0.0
0,0.067219965,69,0,0.164119412,7000.0,9,0,1,0,1.0
0,0.168747912,48,0,0.13589404,7549.0,7,0,0,0,1.0
0,0.9999999,26,0,0.112577485,5000.0,2,0,1,0,0.0
0,0.9999999,31,0,0.639040349,2750.0,6,0,1,0,1.0
0,0.05623922,40,3,0.501854141,4853.0,11,0,1,0,3.0
0,0.9999999,48,0,69.0,5443.0,0,1,0,0,0.0
0,0.571090255,57,0,0.245560109,5855.0,10,3,2,0,3.0
1,0.529187377,61,0,0.261280735,3700.0,13,0,0,0,0.0
1,0.862018398,30,1,0.462336014,4725.0,6,0,2,1,0.0
1,0.96310369,60,0,0.123908878,4696.0,11,0,0,0,0.0
0,0.790202981,36,0,0.412849241,7050.0,12,0,2,0,3.0
1,0.853658537,39,1,493.0,5443.0,5,2,0,0,1.0
0,0.097696743,55,0,0.289380708,15000.0,7,0,2,0,2.0
1,0.943505649,38,2,0.299500076,6600.0,6,0,1,2,1.0
0,0.888740839,41,0,0.214217709,3150.0,2,0,1,0,2.0
0,0.010856828,61,0,0.00839916,10000.0,13,0,0,0,0.0
0,1.467554077,56,2,0.557583659,2300.0,4,0,1,1,0.0
1,0.9999999,51,4,0.633182315,6400.0,6,0,2,0,0.0
0,0.041320652,91,0,43.0,5443.0,5,0,0,0,0.0
0,0.22565413,43,0,3848.0,5443.0,10,0,2,0,0.0
0,0.006481922,46,0,0.183304237,6300.0,13,0,2,0,1.0
1,0.9999999,38,0,0.0,2500.0,1,2,0,0,2.0
0,0.019984428,65,0,0.163524169,11667.0,7,0,1,0,2.0
1,0.74524347,57,0,0.268780348,3500.0,9,0,1,1,0.0
0,0.805239825,43,0,0.233294451,6000.0,7,0,0,0,2.0
0,0.330606309,49,1,0.34302415,6500.0,8,0,2,0,2.0
1,1.030881017,29,4,0.450211457,2600.0,6,4,0,1,0.0
1,0.9999999,32,0,0.029307039,3650.0,0,1,0,0,1.0
0,0.264453661,65,0,0.182077897,10500.0,9,0,1,0,0.0
0,0.036497972,89,0,19.0,5443.0,4,0,0,0,0.0
1,0.876650321,25,0,0.025081788,2750.0,2,0,0,1,0.0
1,1.056250806,67,1,2562.0,5443.0,6,1,1,1,0.0
1,0.558888222,48,0,0.036940461,2300.0,2,0,0,0,1.0
0,0.237958109,60,1,1264.0,5443.0,10,0,1,0,0.0
0,0.027394521,41,1,0.328467153,10000.0,7,0,1,0,2.0
1,0.96948894,53,0,165.0,5443.0,6,0,0,0,0.0
0,0.9999999,43,0,0.122113782,4200.0,8,0,0,0,2.0
1,0.167430779,49,0,0.780680535,6200.0,11,0,2,0,1.0
0,0.0,67,0,0.362810418,1650.0,8,0,0,0,0.0
0,0.433101328,50,0,2433.0,5443.0,15,0,1,0,2.0
1,0.431032943,49,2,0.45046344,4854.0,9,0,1,1,2.0
0,0.022413624,54,0,0.254292545,4600.0,9,0,0,0,0.0
0,0.163798135,48,0,0.317771084,9959.0,10,0,2,0,0.0
1,0.973428509,48,0,0.637963648,12158.0,16,0,3,0,4.0
0,0.001383604,35,0,0.094758065,7935.0,5,0,0,0,3.0
1,0.553784861,55,0,1261.0,5443.0,4,0,1,2,0.0
0,0.343888557,58,1,1699.0,5443.0,14,0,1,0,2.0
0,0.283930598,55,0,1.51545916,4333.0,14,0,2,0,2.0
0,0.243517099,43,0,0.259806227,10630.0,6,0,3,0,2.0
0,0.244656384,55,0,0.354100669,8522.0,13,0,1,0,5.0
0,0.024004591,51,0,1716.0,5443.0,10,0,2,0,2.0
1,0.962728967,39,0,0.496984098,5470.0,8,0,2,0,1.0
1,1.058588282,29,3,0.436410174,6250.0,9,0,1,0,0.0
0,0.028274027,61,0,29.0,5443.0,4,0,0,0,0.0
0,0.65017091,35,0,0.587010824,1200.0,4,0,0,0,2.0
0,0.581441029,63,0,0.450213561,7491.0,7,0,2,0,0.0
0,0.037465194,68,0,0.285178705,4000.0,21,0,0,0,0.0
0,0.02730303,67,0,879.0,5443.0,14,0,1,0,0.0
1,0.94608167,59,0,0.835991431,4200.0,14,0,1,0,1.0
0,0.470399461,46,0,0.917290108,2405.0,11,0,0,0,0.0
1,0.9999999,49,2,0.3123069,3883.0,4,1,0,4,2.0
0,0.147235177,39,0,0.292826896,15585.0,6,0,2,0,1.0
1,0.992947741,30,1,1827.0,5443.0,6,1,0,0,0.0
1,0.9999999,58,0,0.0,5443.0,0,0,0,0,0.0
1,0.077844311,57,2,0.00979804,5000.0,4,1,0,0,0.0
1,0.9999999,38,0,0.0,2666.0,0,0,0,0,2.0
1,0.835634339,33,0,3250.0,5443.0,10,0,1,0,0.0
0,0.261970111,61,0,0.420115375,7973.0,16,0,1,0,0.0
0,0.065144929,70,0,0.023992003,3000.0,4,0,0,0,2.0
1,0.45711431,65,0,0.66651439,6566.0,18,0,2,0,1.0
0,0.031714676,51,0,2631.0,5443.0,18,0,1,0,4.0
0,0.052427074,58,0,0.297131148,8295.0,6,0,2,0,0.0
1,0.960693153,41,0,0.138132595,6500.0,7,0,0,0,4.0
1,1.053386979,45,3,0.86838978,3365.0,11,0,1,2,1.0
1,1.096890724,31,0,0.318099195,3850.0,8,3,0,0,0.0
1,1.613968598,51,5,1928.0,5443.0,5,1,0,0,3.0
1,0.822188136,41,1,0.809632107,7474.0,16,0,3,0,3.0
1,0.9999999,60,1,0.090753717,5850.0,7,0,1,0,2.0
1,0.9999999,44,2,0.545918367,1959.0,4,2,2,1,2.0
0,0.002499875,50,0,0.276706459,9800.0,14,0,2,0,4.0
1,0.002363422,62,0,0.434734918,2734.0,8,0,1,0,0.0
0,0.001135322,74,0,0.129350556,5573.0,6,0,1,0,1.0
0,0.021156014,48,0,0.365055919,4738.0,6,0,1,0,0.0
1,0.849551857,62,1,0.395393474,4167.0,21,0,0,0,0.0
1,0.917880482,52,5,0.538576904,6000.0,10,0,1,3,0.0
0,0.993467102,55,0,5539.0,5443.0,10,0,2,0,0.0
1,0.627858098,54,0,0.164475316,4030.0,6,0,0,0,1.0
1,0.183025254,32,2,1186.0,5443.0,9,0,0,2,0.0
1,1.67179093,73,1,0.406831436,3600.0,6,5,2,1,0.0
0,0.19084038,66,0,0.139103113,3500.0,15,0,2,0,0.0
1,0.720491583,36,0,7041.0,5443.0,15,0,4,0,0.0
1,0.9999999,41,1,0.516934656,2922.0,6,2,0,1,0.0
1,0.819045239,53,0,0.199931295,2910.0,4,0,0,0,1.0
0,0.131668558,56,0,1682.0,5443.0,4,0,1,0,0.0
1,0.528249684,54,1,1.263549989,9261.0,21,0,6,0,0.0
1,0.599618425,38,1,0.185762847,5000.0,10,0,0,1,1.0
0,0.038822972,76,0,0.671046993,7000.0,12,0,5,0,0.0
0,0.035907731,42,0,1.166333467,2500.0,6,0,2,0,2.0
1,0.9999999,30,1,0.219152855,3800.0,4,0,0,1,2.0
1,0.822507663,57,3,3418.0,5443.0,14,0,2,0,0.0
1,0.812702146,53,2,1221.0,5443.0,6,1,1,0,0.0
1,0.945708852,58,0,0.864494632,2700.0,7,0,0,0,1.0
1,0.814039326,54,3,0.168777496,7500.0,10,0,0,0,0.0
1,1.140465004,51,5,0.042715534,15333.0,7,0,0,0,1.0
1,0.957569542,54,0,0.371125775,5000.0,11,2,1,1,2.0
0,0.9999999,45,1,1745.0,5443.0,3,0,2,0,0.0
1,0.9999999,44,1,1.490392006,1300.0,4,1,1,1,2.0
1,0.905167877,74,2,0.450144808,7250.0,7,0,2,0,0.0
0,0.211710358,58,0,2743.0,5443.0,13,0,3,0,0.0
0,0.0,28,0,0.678431373,764.0,3,1,0,0,0.0
0,0.052764801,56,0,0.041040228,2460.0,9,0,0,0,1.0
1,0.9999999,51,4,0.363837068,9058.0,5,2,1,1,2.0
1,2.297612046,42,1,0.806048488,4000.0,8,2,1,4,0.0
1,0.905472637,26,0,0.077568972,2500.0,2,0,0,0,0.0
0,0.9999999,83,0,0.0,5443.0,0,0,0,0,0.0
0,0.40176577,24,0,0.82745098,764.0,4,0,0,0,0.0
0,0.007465626,75,0,0.024839171,16787.0,5,0,0,0,1.0
0,0.01265935,55,0,3469.0,5443.0,14,0,3,0,0.0
0,0.928414317,54,1,0.687197678,3100.0,5,0,1,0,1.0
1,0.0,51,0,0.093255772,5500.0,6,0,0,0,0.0
0,0.0,71,0,0.233691577,4000.0,6,0,1,0,2.0
0,0.05027615,60,0,0.454981779,11250.0,12,0,6,0,2.0
1,0.9999999,31,0,240.0,5443.0,1,0,0,0,0.0
1,0.0,54,0,0.271143797,5166.0,5,0,2,0,0.0
0,0.004774675,53,0,0.474361772,9165.0,20,0,1,0,1.0
1,0.064546488,62,3,0.014492754,3380.0,12,1,0,0,1.0
0,0.234597226,54,0,0.270408163,6075.0,8,0,2,0,1.0
0,0.374679059,58,0,0.159288374,4833.0,10,0,0,0,0.0
0,0.9999999,25,0,0.0,2052.0,0,0,0,0,2.0
0,0.37019149,27,1,0.16563906,6000.0,7,0,0,0,2.0
0,0.0,61,0,3144.0,5443.0,12,0,2,0,0.0
1,0.9999999,42,98,0.0,3200.0,0,98,0,98,1.0
0,0.152047644,43,0,0.044198056,6583.0,7,0,0,0,0.0
0,0.413290669,69,1,0.506947325,9643.0,10,0,3,0,0.0
0,0.1246441,39,0,0.010427082,7000.0,4,0,0,1,0.0
0,0.068809556,56,0,1832.0,5443.0,16,0,1,0,1.0
0,0.161412731,59,0,0.35648064,5500.0,9,0,1,0,1.0
0,0.21466808,53,0,0.1979901,6666.0,12,0,0,0,1.0
0,0.285727513,76,0,0.268838597,4020.0,21,0,0,0,0.0
0,0.190411031,47,0,0.510277492,3891.0,8,0,1,0,3.0
1,0.99363752,36,0,0.512851897,2450.0,9,0,0,0,1.0
0,0.013320682,35,0,0.253116012,8343.0,7,0,1,0,3.0
0,0.248722411,42,0,0.854271357,4576.0,7,0,1,0,2.0
1,0.657476551,45,0,0.657208485,7400.0,10,0,2,0,1.0
0,0.0,60,0,2101.0,5443.0,8,0,2,0,0.0
1,0.969100618,47,2,1.083436151,6483.0,10,0,2,0,2.0
1,0.954048887,48,1,1549.0,5443.0,21,0,0,1,0.0
0,0.000169486,64,0,2.643338758,4300.0,21,0,8,0,0.0
1,0.403924978,52,1,2863.0,5443.0,10,4,1,5,0.0
1,0.04077472,42,1,0.043191362,5000.0,7,0,0,0,0.0
1,0.0,40,0,0.076322848,4100.0,2,1,0,0,2.0
1,0.528089888,53,3,0.4343829,4350.0,3,0,1,1,2.0
0,0.158364221,45,0,0.537074554,9871.0,16,0,2,0,1.0
0,0.081594748,36,0,0.013996501,4000.0,2,0,0,0,0.0
1,0.9999999,54,98,0.0,5443.0,0,98,0,98,0.0
1,0.722664831,45,0,0.426030525,8320.0,7,0,2,0,2.0
0,0.008738939,56,0,0.541057368,8000.0,29,0,6,0,0.0
1,0.898362283,35,0,0.193307559,7500.0,5,0,1,0,1.0
1,0.023998546,62,0,0.429378531,2300.0,8,0,1,0,0.0
1,0.849236913,44,2,0.43188446,7200.0,11,3,2,4,0.0
1,0.951012247,36,2,1.244311652,4350.0,6,0,5,0,0.0
0,0.0,54,0,0.630056914,6500.0,12,0,3,0,1.0
0,1.011247188,30,0,0.329882185,2800.0,9,0,0,0,0.0
1,0.9999999,28,1,0.144570502,3084.0,2,0,0,2,0.0
1,0.465709286,64,1,998.0,5443.0,6,0,0,0,0.0
1,0.411383105,29,0,0.802093245,1050.0,10,0,0,0,0.0
1,0.475600657,27,0,0.231441048,2289.0,2,0,0,0,0.0
1,0.957546484,50,1,0.791512294,2968.0,13,2,1,1,0.0
0,0.777136221,51,0,0.187256397,5900.0,4,0,0,0,3.0
1,0.946553508,49,2,1.508692903,12653.0,16,0,4,1,1.0
0,0.104526365,30,1,0.500090893,5500.0,9,0,1,0,0.0
0,0.529983242,49,0,0.472890834,8225.0,11,0,2,0,5.0
1,0.013617333,45,0,2589.0,5443.0,6,0,1,0,0.0
1,0.108532462,52,3,0.338559418,4400.0,13,1,1,0,1.0
1,0.34871491,46,0,0.97549991,5550.0,5,0,3,0,2.0
1,1.130492676,68,0,1719.0,5443.0,7,0,2,0,0.0
1,0.101898544,65,0,1.234809878,2550.0,13,0,2,0,0.0
0,0.696499503,35,1,456.0,5443.0,3,0,0,0,0.0
0,0.462607231,47,2,0.116854709,8685.0,5,0,0,0,2.0
1,0.452483866,56,0,0.390013055,18383.0,39,0,2,0,2.0
1,0.9999999,31,1,0.643921192,2080.0,2,4,1,1,2.0
0,0.20765513,31,0,0.187537688,9949.0,6,0,1,0,0.0
0,0.017362942,71,0,753.0,5443.0,9,0,1,0,0.0
1,0.599607166,50,1,0.044477172,6789.0,4,0,0,0,2.0
0,0.832519258,42,0,0.426631536,4933.0,11,0,2,0,1.0
0,0.0,59,0,149.0,5443.0,1,0,0,0,0.0
1,1.106312292,32,2,0.763309173,4000.0,6,0,1,0,1.0
0,0.004384531,50,0,0.128034637,6466.0,5,0,1,0,3.0
0,0.222364921,49,0,0.129486201,9166.0,4,0,1,0,7.0
0,0.064748651,83,0,0.023997257,5833.0,22,0,0,0,0.0
0,0.00257781,92,0,0.001332889,3000.0,6,0,0,0,0.0
1,0.9999999,24,0,0.0,1100.0,0,0,0,0,0.0
1,0.481291069,51,4,2611.0,5443.0,11,2,1,1,0.0
1,0.980850703,43,1,0.210855204,5600.0,6,0,1,0,0.0
0,0.9999999,64,0,0.0,931.0,1,1,0,0,0.0
1,0.767854417,32,2,0.456411156,5700.0,8,3,0,0,2.0
1,0.9999999,58,1,5210.0,5443.0,5,0,3,0,0.0
1,0.921014296,73,0,0.437111883,9500.0,12,0,1,0,1.0
0,0.135458167,51,0,0.008122577,5416.0,1,0,0,0,0.0
0,0.419864661,61,1,0.452762466,7800.0,12,0,2,0,1.0
1,0.641829559,85,0,0.669018225,1700.0,6,0,1,0,0.0
0,0.0,67,0,0.0,5443.0,4,0,0,0,0.0
0,0.9999999,54,1,0.214753123,1680.0,5,1,0,0,1.0
0,0.077029807,68,0,500.0,5443.0,3,0,0,0,0.0
1,1.185628743,33,2,0.111083622,4041.0,3,0,0,1,0.0
1,0.024654996,51,3,5200.0,5443.0,22,0,2,0,0.0
0,0.0,61,0,0.36067675,3900.0,5,0,2,0,0.0
1,0.352073303,54,0,0.907241911,3244.0,18,0,2,0,3.0
0,0.9999999,45,1,0.121491734,2600.0,1,0,0,0,0.0
1,0.772901946,47,0,0.528277932,8663.0,7,0,2,1,0.0
1,1.857819905,43,1,0.017697081,4350.0,1,0,0,0,2.0
0,0.20489242,41,0,0.026513478,4525.0,5,0,0,0,1.0
0,0.0,30,0,0.115512773,2700.0,3,0,0,0,1.0
1,0.968763418,53,0,0.735305878,2500.0,14,0,2,0,1.0
1,0.9999999,30,0,0.031147541,2439.0,0,1,0,0,3.0
0,0.487205127,42,0,2234.0,5443.0,4,0,1,0,2.0
1,0.083860729,33,0,7028.0,5443.0,7,0,4,0,0.0
0,0.052055761,37,0,0.18902678,7654.0,5,0,2,0,2.0
0,0.0131918,77,0,10.0,5443.0,3,0,0,0,0.0
1,0.767554236,36,0,0.400729514,15900.0,18,0,2,0,0.0
0,0.078093281,55,0,3887.0,5443.0,7,0,1,0,0.0
1,0.0,24,1,0.0,1600.0,2,0,0,0,0.0
1,0.9999999,62,0,0.100066269,3017.0,2,1,0,0,1.0
1,1.054310073,53,10,0.331619537,3500.0,7,3,0,1,0.0
0,0.185016043,50,0,0.415521897,8516.0,8,0,1,0,0.0
1,0.32966719,51,0,0.764904387,2666.0,8,0,1,2,2.0
1,0.854558321,43,0,0.856635772,5070.0,20,0,2,0,2.0
0,0.070923147,67,0,0.38027016,17100.0,17,0,3,0,1.0
1,0.9999999,40,1,0.007406036,5400.0,3,0,0,0,0.0
1,0.306552821,39,0,0.538162426,9000.0,5,0,2,0,0.0
1,0.9999999,30,0,0.0,4000.0,0,1,0,0,5.0
0,0.606064081,40,0,0.105585922,7500.0,5,0,0,0,1.0
1,0.436495359,46,1,543.0,5443.0,6,0,0,0,0.0
0,0.370305461,28,0,0.595032397,8333.0,12,0,2,0,0.0
0,0.001764376,63,0,0.073207776,6583.0,23,0,0,0,0.0
1,0.0,63,0,0.130775466,3700.0,9,0,0,0,0.0
1,0.769761691,51,1,0.534883721,6750.0,10,0,2,3,2.0
1,0.717694775,52,3,0.418197725,8000.0,10,0,2,0,0.0
1,0.9999999,59,98,0.0,2180.0,0,98,0,98,0.0
1,1.096866097,42,0,200.0,5443.0,2,0,0,0,0.0
1,0.9999999,34,0,0.254256527,6166.0,5,1,1,1,2.0
1,0.016449589,79,0,0.055028095,5160.0,5,0,0,1,0.0
0,0.188542244,50,0,0.331803071,12633.0,16,0,3,0,2.0
1,0.115603315,64,0,0.234473812,12333.0,20,0,1,0,2.0
1,0.939146231,48,0,1374.0,5443.0,3,1,1,0,0.0
1,0.998001998,30,1,0.73012851,2100.0,4,0,0,0,6.0
0,0.843545533,47,0,3.178526841,800.0,8,0,1,0,0.0
0,0.232280645,67,0,0.581693221,3200.0,13,0,1,0,0.0
1,0.629887055,39,0,380.0,5443.0,4,1,0,0,3.0
0,0.0,54,0,3.588528678,400.0,13,0,1,0,1.0
0,0.723900316,38,0,0.036987877,11300.0,4,0,0,0,1.0
0,0.743784428,63,1,1.052838272,2800.0,12,0,1,0,0.0
0,0.282132144,48,0,0.537128383,7500.0,6,0,4,0,1.0
0,0.465275582,41,0,4527.0,5443.0,21,0,2,0,0.0
1,0.237083698,32,0,0.131180327,27000.0,9,0,4,0,0.0
0,0.428244257,45,0,1.128297695,3600.0,10,0,1,0,3.0
0,0.315078254,54,0,489.0,5443.0,6,0,0,0,0.0
1,0.723697431,45,1,0.43895554,2833.0,11,0,0,0,1.0
0,0.9999999,29,0,0.0,3750.0,0,0,0,0,0.0
0,0.146769624,56,0,0.613134077,4750.0,9,0,2,0,0.0
1,0.945688651,51,1,4189.0,5443.0,6,0,1,1,4.0
0,0.379517212,43,0,0.02871683,2750.0,3,0,0,0,0.0
0,0.279139285,66,0,2527.0,5443.0,11,0,2,0,0.0
1,0.713159248,46,2,0.322247862,7366.0,10,0,0,0,1.0
0,0.9999999,46,0,0.303404378,10368.0,6,0,1,0,2.0
0,0.009123314,84,0,35.0,5443.0,12,0,0,0,0.0
0,0.681493152,45,0,0.133287765,2925.0,4,0,0,0,0.0
0,0.032364981,50,0,1292.5,1.0,12,0,2,0,1.0
1,0.9999999,35,0,234.0,5443.0,8,1,0,0,0.0
1,0.078756335,33,0,0.286417323,5079.0,5,1,1,0,0.0
0,0.9999999,47,0,0.428734647,3500.0,3,0,1,0,0.0
0,1.00619876,60,1,721.5,1.0,4,0,1,0,0.0
1,0.958178654,56,0,0.349662584,4000.0,9,0,0,0,1.0
1,0.9999999,27,2,0.275329396,2200.0,3,0,0,1,0.0
0,0.55752737,55,2,1.007427414,4442.0,5,0,1,0,0.0
0,0.0,68,0,0.717641179,2000.0,6,0,1,0,1.0
1,0.044764531,49,0,0.334558261,6530.0,8,0,1,0,2.0
1,0.9999999,25,0,508.0,5443.0,1,0,0,1,0.0
0,0.843485942,57,0,6105.0,5443.0,11,0,3,0,0.0
1,0.168016313,45,2,0.394267622,6000.0,4,0,1,0,2.0
0,0.9999999,61,0,0.366804262,10416.0,9,0,2,0,0.0
1,0.950683106,48,0,0.477848647,5800.0,7,0,2,0,2.0
0,0.008593526,64,0,0.001564129,5753.0,4,0,0,0,1.0
0,0.635336109,71,0,1.338316286,1270.0,6,0,1,0,0.0
1,0.96580171,46,0,0.179041048,20000.0,11,0,1,2,2.0
1,0.0,41,0,925.0,5443.0,3,2,2,0,0.0
0,0.942611478,44,0,0.294194249,9214.0,5,1,2,0,1.0
0,0.0,94,0,0.0,5443.0,1,0,0,0,0.0
0,0.9999999,30,0,0.108254784,3500.0,1,0,0,1,0.0
1,0.9999999,60,2,521.0,5443.0,2,0,0,0,0.0
0,0.176363847,45,0,0.394302849,2000.0,8,0,1,0,0.0
0,0.022802742,47,0,0.268176915,4634.0,11,0,1,0,1.0
0,0.684385382,27,0,0.516853933,800.0,3,0,1,0,2.0
1,0.278117033,41,0,0.516331166,12766.0,12,0,4,0,1.0
0,0.0,41,0,2479.0,5443.0,13,0,1,0,0.0
0,0.797285406,47,0,0.112492153,7964.0,3,0,0,0,0.0
1,1.040519317,65,2,0.299242965,7000.0,7,0,1,1,1.0
1,0.429246744,60,3,1.50041632,1200.0,16,0,0,0,0.0
1,0.9999999,43,0,0.393668273,2905.0,6,0,1,0,0.0
0,0.184597314,54,0,0.196240501,7500.0,3,0,1,0,4.0
0,0.048603115,64,0,0.363547995,8229.0,5,0,1,0,0.0
0,0.765228038,60,3,0.571650552,5791.0,17,0,2,1,0.0
0,1.083404742,30,1,0.169094544,3500.0,3,1,0,1,0.0
1,0.9999999,44,0,0.067599068,4718.0,2,0,0,0,4.0
1,0.086907738,45,1,0.057460612,9710.0,10,0,0,0,1.0
1,0.535689375,76,0,0.075219197,6500.0,7,0,0,0,0.0
1,1.076923077,42,1,477.0,5443.0,4,0,0,0,4.0
1,0.947501989,49,3,0.952641549,4750.0,13,6,3,2,2.0
0,0.001635594,57,0,1214.0,5443.0,13,0,1,0,0.0
1,0.9999999,49,1,1642.0,5443.0,1,0,1,1,3.0
0,0.9999999,73,0,1554.0,5443.0,8,0,1,0,0.0
1,0.624881136,82,0,0.267836408,7750.0,15,0,0,0,1.0
0,0.016471224,63,0,0.194277803,6500.0,12,0,2,0,0.0
1,0.9999999,44,98,0.037367158,2916.0,0,98,0,98,2.0
0,0.204069189,59,0,0.695372751,2333.0,16,0,2,0,0.0
1,0.261921299,50,3,0.103645298,8750.0,8,2,0,2,1.0
1,0.471885029,51,0,1788.0,5443.0,8,6,2,0,3.0
